SampleID	ENA_FASTQ_TSV	NYGC30x_TSV	IGSR_Phase3_FASTQ_dir	Example_R1_R2_pattern	Example_fetch_commands
NA19437	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA19437%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA19437%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/NA19437/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA19437%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA19437
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA19437%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA19437
"
NA19790	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA19790%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA19790%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/NA19790/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA19790%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA19790
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA19790%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA19790
"
NA19794	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA19794%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA19794%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/NA19794/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA19794%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA19794
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA19794%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA19794
"
NA20515	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA20515%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA20515%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/NA20515/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA20515%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA20515
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA20515%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA20515
"
NA20755	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA20755%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA20755%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/NA20755/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA20755%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA20755
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA20755%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA20755
"
NA20760	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA20760%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA20760%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/NA20760/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA20760%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA20760
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA20760%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA20760
"
NA20764	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA20764%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA20764%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/NA20764/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA20764%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA20764
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA20764%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA20764
"
NA20775	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA20775%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA20775%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/NA20775/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA20775%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA20775
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA20775%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA20775
"
NA20787	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA20787%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA20787%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/NA20787/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA20787%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA20787
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA20787%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA20787
"
NA21513	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA21513%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA21513%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/NA21513/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA21513%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA21513
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA21513%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA21513
"
NA21526	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA21526%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA21526%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/NA21526/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA21526%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA21526
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA21526%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA21526
"
NA21527	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA21527%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA21527%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/NA21527/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA21527%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA21527
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA21527%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA21527
"
NA22592	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA22592%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA22592%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/NA22592/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA22592%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA22592
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA22592%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA22592
"
NA23687	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA23687%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA23687%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/NA23687/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA23687%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA23687
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA23687%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA23687
"
NA23688	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA23688%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA23688%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/NA23688/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA23688%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA23688
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA23688%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA23688
"
